energy_uj,cpu,commit_hash,repo,branch,workflow,run_id,label,source,cpu_util_avg,duration_us,workflow_name,filter_type,filter_project,filter_machine,filter_tags,lat,lon,city,ip,carbon_intensity_g,carbon_ug,start_time,min_carbon_intensity_g,min_carbon_intensity_time
65655300,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,32.6347,15981071,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.86.200,506.0,37780,2025-02-21 02:07:56+00:00,463.0,16.0
76637800,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804487,13448555038,build pip wheel checkout,github,29.7556,19041195,Build pip wheel with Energy Measurement,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.70,506.0,44210,2025-02-21 02:08:00+00:00,463.0,16.0
112414000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,41.1922,23592845,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.47.160,506.0,63612,2025-02-21 02:07:56+00:00,463.0,16.0
116013000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,36.552,25579514,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,74.235.134.186,506.0,66000,2025-02-21 02:07:57+00:00,463.0,16.0
116888000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,37.2292,26358288,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.12.202,506.0,66666,2025-02-21 02:07:56+00:00,463.0,16.0
120497000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,39.5436,26017353,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,172.214.45.226,506.0,68395,2025-02-21 02:07:58+00:00,463.0,16.0
115125000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,35.4272,26160333,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.214.175.245,506.0,65717,2025-02-21 02:07:58+00:00,463.0,16.0
105586000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,build docs,github,24.0204,26554310,Testing,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.37,259.0,34921,2025-02-21 02:08:03+00:00,147.0,19.0
140022000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,29.7888,32840940,Linting,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.178,259.0,45635,2025-02-21 02:07:59+00:00,147.0,19.0
149608000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448553823,Run gitlint,github,32.5467,33909612,Linting,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.172.29.35,259.0,48423,2025-02-21 02:08:00+00:00,147.0,19.0
537326000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Linux may fail measurement,github,34.53,121102503,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.41.115,230.0,158136,2025-02-21 02:08:06+00:00,68.0,16.0
1236360000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Synchronous tests measurement,github,46.0158,243587432,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.159.69,506.0,695097,2025-02-21 02:08:02+00:00,463.0,16.0
1376170000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Synchronous tests measurement,github,52.6562,254541524,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.86.199,506.0,768965,2025-02-21 02:08:02+00:00,463.0,16.0
1483940000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Synchronous tests measurement,github,49.9585,280623716,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.160.161.178,230.0,421370,2025-02-21 02:08:05+00:00,68.0,16.0
1690890000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Synchronous tests measurement,github,46.0069,334069122,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.86.206,506.0,950905,2025-02-21 02:08:03+00:00,463.0,16.0
3485660000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Python long tests measurement,github,47.6418,672719243,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.41.112,230.0,993638,2025-02-21 02:07:51+00:00,68.0,16.0
8557639999,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448552807,Python long test scanner measurement,github,91.1548,1159416461,Testing,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.38,259.0,2547227,2025-02-21 02:07:52+00:00,147.0,19.0
80549400,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804487,13448911585,build pip wheel checkout,github,29.2816,20255596,Build pip wheel with Energy Measurement,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,172.200.205.54,506.0,46538,2025-02-21 02:40:31+00:00,463.0,16.0
68688600,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,30.4475,17289221,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.137,506.0,39689,2025-02-21 02:40:59+00:00,463.0,16.0
105899000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,35.5374,23720198,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.102.199.214,506.0,60352,2025-02-21 02:40:59+00:00,463.0,16.0
115318000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,35.6332,26114491,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,68.154.31.164,506.0,65800,2025-02-21 02:40:59+00:00,463.0,16.0
115229000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,35.8168,26347427,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.79.91,506.0,65823,2025-02-21 02:41:00+00:00,463.0,16.0
128911000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,38.3052,28072065,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.29,506.0,73237,2025-02-21 02:40:59+00:00,463.0,16.0
135620000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,34.3253,31481405,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.17.126,506.0,77605,2025-02-21 02:40:59+00:00,463.0,16.0
149162000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,33.4479,33689792,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.229.79,506.0,85088,2025-02-21 02:40:59+00:00,463.0,16.0
148216000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13448915233,Run gitlint,github,31.8027,34594767,Linting,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.171.103.251,259.0,48256,2025-02-21 02:41:01+00:00,147.0,19.0
95354000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,build docs,github,26.7739,23852542,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.10.166,506.0,55053,2025-02-21 02:41:19+00:00,463.0,16.0
486818000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Linux may fail measurement,github,38.2092,106479759,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.14.171,506.0,276710,2025-02-21 02:41:20+00:00,463.0,16.0
1377090000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Synchronous tests measurement,github,52.096,255988309,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.175.199,506.0,769845,2025-02-21 02:41:21+00:00,463.0,16.0
1268760000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Synchronous tests measurement,github,43.4007,256021090,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,20.43.247.160,230.0,364860,2025-02-21 02:41:23+00:00,68.0,16.0
1475620000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Synchronous tests measurement,github,52.6742,273274418,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.102.212.176,506.0,824631,2025-02-21 02:41:21+00:00,463.0,16.0
1578050000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Synchronous tests measurement,github,46.4364,308688603,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.160.165.194,230.0,451025,2025-02-21 02:41:23+00:00,68.0,16.0
3913140,EPYC_7763,2f8c1bc41caded1854e8e4d4d99bf17993d20fd2,greatcomet1812/open-amt-cloud-toolkit,8/merge,143302614,13449012163,Dependency Review Scan,github,18.35,1651559,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.12.200,481.0,2352,,,
8113289,EPYC_7763,50ba2c40906b630d7671efbc5c46d2f16d78e3ef,greatcomet1812/open-amt-cloud-toolkit,9/merge,143302614,13449033845,Dependency Review Scan,github,23.515,2090140,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.51.109,481.0,4498,,,
3464120000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Python long tests measurement,github,48.6123,663491312,Testing,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.171.99.211,259.0,1086509,2025-02-21 02:41:11+00:00,147.0,19.0
8578690000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Python long test scanner measurement,github,89.8329,1169149619,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.86,506.0,4674391,2025-02-21 02:41:10+00:00,463.0,16.0
7020150000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13448917735,Python long test sync measurement,github,28.5607,1693010665,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.229.65,506.0,4035235,2025-02-21 02:41:09+00:00,463.0,16.0
7941070,EPYC_7763,80b69d73c9cfdab12a0b052143099dab45204b18,greatcomet1812/open-amt-cloud-toolkit,9/merge,143302614,13450298677,Dependency Review Scan,github,20.595,2227837,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.0.202,264.0,2732,,,
77372700,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804487,13450642415,build pip wheel checkout,github,30.6811,18329632,Build pip wheel with Energy Measurement,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.246.78.16,478.0,42213,2025-02-21 05:24:38+00:00,463.0,13.0
64168400,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,29.9187,16206657,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.71.180,478.0,35297,2025-02-21 05:24:54+00:00,463.0,13.0
113061000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,41.913,23955979,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.86.195,478.0,60879,2025-02-21 05:24:53+00:00,463.0,13.0
115556000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,36.3152,26097704,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.39.63.64,478.0,62682,2025-02-21 05:24:55+00:00,463.0,13.0
127784000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,37.6074,28044509,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.2,478.0,69080,2025-02-21 05:24:53+00:00,463.0,13.0
122931000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,34.3189,27904116,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.199.187,478.0,66721,2025-02-21 05:24:54+00:00,463.0,13.0
130119000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,36.3443,29067920,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,74.249.15.32,478.0,70490,2025-02-21 05:24:53+00:00,463.0,13.0
127113000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,34.0971,29236593,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.246.195,478.0,69102,2025-02-21 05:24:54+00:00,463.0,13.0
138927000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13450644306,Run gitlint,github,36.2723,31212610,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.48.79,478.0,75311,2025-02-21 05:24:53+00:00,463.0,13.0
91793500,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,build docs,github,27.4714,23276199,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,172.190.111.24,478.0,50519,2025-02-21 05:25:09+00:00,463.0,13.0
478859000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Linux may fail measurement,github,38.4929,103665243,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,172.190.111.19,478.0,258473,2025-02-21 05:25:09+00:00,463.0,13.0
1214130000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Synchronous tests measurement,github,47.9051,234976231,Testing,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.50.234,478.0,647397,2025-02-21 05:25:09+00:00,463.0,13.0
1451170000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Synchronous tests measurement,github,50.147,274411631,Testing,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.79.80,478.0,771952,2025-02-21 05:25:10+00:00,463.0,13.0
1504950000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Synchronous tests measurement,github,49.9023,284615567,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.42.210,280.0,502592,2025-02-21 05:25:12+00:00,68.0,13.0
1516390000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Synchronous tests measurement,github,48.3666,291574399,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.42.216,280.0,507778,2025-02-21 05:25:13+00:00,68.0,13.0
3307460000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Python long tests measurement,github,50.0612,626161953,Testing,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.77.185,478.0,1759617,2025-02-21 05:24:57+00:00,463.0,13.0
8539879999,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Python long test scanner measurement,github,91.8166,1153018775,Testing,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.79.149,478.0,4411035,2025-02-21 05:24:57+00:00,463.0,13.0
6743800000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13450646027,Python long test sync measurement,github,27.6224,1640304961,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.46.119,280.0,2356264,2025-02-21 05:25:00+00:00,68.0,13.0
3597710,EPYC_7763,96850cdd63879fc7e1346f883e05b4af7dd4cf34,greatcomet1812/open-amt-cloud-toolkit,10/merge,143302614,13450957846,Dependency Review Scan,github,8.95,1864935,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.152.18,479.0,2253,,,
7961970,EPYC_7763,e6afb0e1ff8b6587c47549da186c3508ec9e376b,greatcomet1812/open-amt-cloud-toolkit,8/merge,143302614,13451153366,Dependency Review Scan,github,21.07,2517978,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.76.164,477.0,4516,,,
7999770,EPYC_7763,96e25abb97f87a4bd2e94df27f215220cfd1ec2e,greatcomet1812/open-amt-cloud-toolkit,11/merge,143302614,13451722112,Dependency Review Scan,github,21.295,2704926,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.46,264.0,2882,,,
17579500,EPYC_7763,96e25abb97f87a4bd2e94df27f215220cfd1ec2e,greatcomet1812/open-amt-cloud-toolkit,11/merge,143302618,13451722113,Validate PR and Commits,github,32.1825,4272675,Semantic Pull Request,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.42,264.0,5859,,,
3844450,EPYC_7763,0371df4751394504366b285bb2d81c1e5ad354d7,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302614,13451842271,Dependency Review Scan,github,16.3,1946654,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,68.154.30.148,486.0,2424,,,
14068900,EPYC_7763,0371df4751394504366b285bb2d81c1e5ad354d7,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302618,13451842268,Validate PR and Commits,github,37.8367,3250546,Semantic Pull Request,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.50.229,486.0,7764,,,
75206900,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,27.3528,18800844,Linting,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.1.145,264.0,25218,2025-02-21 07:19:39+00:00,147.0,14.0
104264000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,38.6645,23099088,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,172.190.111.236,486.0,57263,2025-02-21 07:19:36+00:00,463.0,11.0
107725000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,37.3404,23891896,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.77.250,486.0,59170,2025-02-21 07:19:37+00:00,463.0,11.0
113567000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,37.8871,25391251,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.77.226,486.0,62437,2025-02-21 07:19:35+00:00,463.0,11.0
111732000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,36.5967,25205017,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.77.246,486.0,61494,2025-02-21 07:19:38+00:00,463.0,11.0
128145999,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,35.4154,28684247,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.79.147,486.0,70461,2025-02-21 07:19:36+00:00,463.0,11.0
140392000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,39.7679,29909627,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.193.2,486.0,76764,2025-02-21 07:19:35+00:00,463.0,11.0
127852000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13451981424,Run gitlint,github,34.5479,29480415,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.229.88,486.0,70547,2025-02-21 07:19:38+00:00,463.0,11.0
109204000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13451980408,build docs,github,23.593,28104353,Testing,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.1.151,264.0,36847,2025-02-21 07:19:43+00:00,147.0,14.0
77356100,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804487,13451984677,build pip wheel checkout,github,31.08,18394191,Build pip wheel with Energy Measurement,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.44.192,486.0,42841,2025-02-21 07:20:14+00:00,463.0,11.0
480755000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804488,13448131615,Perform CodeQL Analysis,github,61.5926,83053338,CodeQL,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,68.154.31.203,486.0,257342,2025-02-21 07:20:30+00:00,463.0,11.0
1224590000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13451980408,Synchronous tests measurement,github,47.2944,238446958,Testing,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.246.78.218,486.0,663183,2025-02-21 07:19:40+00:00,463.0,11.0
