energy_uj,cpu,commit_hash,repo,branch,workflow,run_id,label,source,cpu_util_avg,duration_us,workflow_name,filter_type,filter_project,filter_machine,filter_tags,lat,lon,city,ip,carbon_intensity_g,carbon_ug,start_time,min_carbon_intensity_g,min_carbon_intensity_time
116462000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,40.7279,25215954,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.10.163,380.0,51451,2025-02-24 22:08:23+00:00,354.0,20.0
124397000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,38.9404,26877037,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.10.175,380.0,54940,2025-02-24 22:08:22+00:00,354.0,20.0
122262000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,34.1122,28194474,Linting,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.57.79.185,380.0,54502,2025-02-24 22:08:21+00:00,354.0,20.0
123886000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,35.7807,27820568,Linting,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.12.194,380.0,55014,2025-02-24 22:08:22+00:00,354.0,20.0
122099000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,33.1485,28405989,Linting,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.102.223.133,380.0,54503,2025-02-24 22:08:23+00:00,354.0,20.0
136937000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,27.5669,33579689,Linting,machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.169.14.39,143.0,29162,2025-02-24 22:08:23+00:00,138.0,22.0
139062000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804495,13508833179,Run gitlint,github,13.8741,38709002,Linting,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.42.8,76.0,21613,2025-02-24 22:08:23+00:00,69.0,22.0
99676900,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13508835705,build docs,github,26.8367,25114852,Testing,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.205.241,380.0,45041,2025-02-24 22:08:37+00:00,354.0,20.0
7832130,EPYC_7763,ab72270f96c460700a04703f67b4ae9ccae02019,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302614,13508856109,Dependency Review Scan,github,19.225,2973593,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.36,380.0,3823,2025-02-24 22:09:52+00:00,354.0,20.0
17622300,EPYC_7763,ab72270f96c460700a04703f67b4ae9ccae02019,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302618,13508856097,Validate PR and Commits,github,31.26,4187972,Semantic Pull Request,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.192.37,380.0,7891,2025-02-24 22:10:04+00:00,354.0,20.0
2160340000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804499,13508835705,Synchronous tests measurement,github,39.5765,454429041,Testing,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.17,76.0,293840,2025-02-24 22:08:42+00:00,69.0,22.0
9272090000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Build gProfiler executable x86,github,92.639,1230939801,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.78.106,367.0,3754061,2025-02-24 21:57:15+00:00,354.0,21.0
9203660000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Build gProfiler executable x86,github,91.5414,1231832506,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,172.200.199.150,367.0,3729201,2025-02-24 21:57:19+00:00,354.0,21.0
109282000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Build container x86,github,32.242,26063554,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.111.67,380.0,48962,2025-02-24 22:18:01+00:00,354.0,20.0
9652060000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Build gProfiler executable x86,github,92.5237,1285502546,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.214.173.190,367.0,3909076,2025-02-24 21:57:04+00:00,354.0,21.0
94952900,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Build container x86,github,35.3848,22335723,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,172.206.110.241,380.0,42455,2025-02-24 22:18:44+00:00,354.0,20.0
89587000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Build container x86,github,34.2665,21208232,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.159.69,380.0,40094,2025-02-24 22:19:17+00:00,354.0,20.0
7995030,EPYC_7763,4c6538a51f942cb355a4af698bca9d45c2d3c1b6,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302614,13509176542,Dependency Review Scan,github,21.33,2848673,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.51.120,380.0,3851,2025-02-24 22:29:48+00:00,354.0,20.0
18362700,EPYC_7763,4c6538a51f942cb355a4af698bca9d45c2d3c1b6,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302618,13509176540,Validate PR and Commits,github,34.27,4137743,Semantic Pull Request,machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.51.118,380.0,8158,2025-02-24 22:30:01+00:00,354.0,20.0
4025310000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.85,872747366,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.49.176,380.0,1778625,2025-02-24 22:18:01+00:00,354.0,20.0
4006870000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,36.3812,880534670,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.172.29.161,143.0,824209,2025-02-24 22:18:03+00:00,138.0,22.0
4044460000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,36.8597,885356745,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,13.91.68.96,76.0,559984,2025-02-24 22:18:03+00:00,69.0,22.0
4064670000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.0956,887046945,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,13.83.123.193,76.0,562002,2025-02-24 22:18:03+00:00,69.0,22.0
4096560000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.5516,890222678,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.238.31.64,76.0,565330,2025-02-24 22:18:03+00:00,69.0,22.0
4079190000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.006,891291928,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.96,76.0,564315,2025-02-24 22:18:04+00:00,69.0,22.0
4146040000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.7534,900213386,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,74.249.14.112,380.0,1832337,2025-02-24 22:18:01+00:00,354.0,20.0
4138300000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.0578,904100394,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.238.31.65,76.0,572463,2025-02-24 22:18:03+00:00,69.0,22.0
4018230000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.3011,875698167,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.98.65,380.0,1776776,2025-02-24 22:18:38+00:00,354.0,20.0
4290380000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.3517,935173080,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.171.122.50,143.0,880341,2025-02-24 22:18:09+00:00,138.0,22.0
4202970000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.6094,914661668,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.78.48,380.0,1858093,2025-02-24 22:20:00+00:00,354.0,20.0
4000820000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.5834,870163719,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,40.76.183.64,380.0,1768580,2025-02-24 22:26:25+00:00,354.0,20.0
3998360000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,37.3908,870425850,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.78.112,380.0,1767722,2025-02-24 22:26:28+00:00,354.0,20.0
4456040000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Run gProfiler tests x86,github,38.8604,954315546,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.145,76.0,610939,2025-02-24 22:26:29+00:00,69.0,22.0
3809040000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.3901,828164401,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.78.64,380.0,1683720,2025-02-24 22:28:45+00:00,354.0,20.0
4046160000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.2653,883062448,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.83.174.50,380.0,1789490,2025-02-24 22:28:25+00:00,354.0,20.0
3930640000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.7536,853153283,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.42.106.34,380.0,1737058,2025-02-24 22:30:05+00:00,354.0,20.0
4147510000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.0947,905859521,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.172.5.193,143.0,851548,2025-02-24 22:29:39+00:00,138.0,22.0
4074530000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.1842,888573295,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,138.91.71.2,76.0,563185,2025-02-24 22:30:07+00:00,69.0,22.0
4192420000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.1441,915586629,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.144,76.0,579854,2025-02-24 22:30:07+00:00,69.0,22.0
3933790000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.4535,856349360,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.86.160,380.0,1739168,2025-02-24 22:33:04+00:00,354.0,20.0
3933110000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.3105,857283181,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,68.154.30.85,380.0,1739175,2025-02-24 22:33:07+00:00,354.0,20.0
3997890000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.4386,869782083,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.75.95.225,380.0,1767358,2025-02-24 22:33:05+00:00,354.0,20.0
4007210000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.8071,869560698,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.51.197.82,380.0,1770837,2025-02-24 22:33:11+00:00,354.0,20.0
3993490000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,36.9949,874337171,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.89.1,380.0,1766987,2025-02-24 22:33:14+00:00,354.0,20.0
4024250000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.8623,872249111,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.46.225,380.0,1778079,2025-02-24 22:33:22+00:00,354.0,20.0
4149750000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.8442,900033421,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.131.224,380.0,1833695,2025-02-24 22:32:58+00:00,354.0,20.0
4068720000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Run gProfiler tests x86,github,37.1089,888551818,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.33.192,76.0,562738,2025-02-24 22:33:28+00:00,69.0,22.0
3970490000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.4015,864247072,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.15.0,380.0,1755368,2025-02-24 22:41:10+00:00,354.0,20.0
3782190000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.4958,822333481,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,74.249.14.113,380.0,1671854,2025-02-24 22:42:38+00:00,354.0,20.0
3998590000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.7129,868468214,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.75.95.115,380.0,1767250,2025-02-24 22:43:19+00:00,354.0,20.0
4252040000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.072,928877793,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.238.31.64,76.0,588177,2025-02-24 22:42:41+00:00,69.0,22.0
4050250000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.2246,883733543,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.50,76.0,559959,2025-02-24 22:44:31+00:00,69.0,22.0
4007560000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.689,869623023,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.102.198.2,380.0,1770987,2025-02-24 22:44:59+00:00,354.0,20.0
4063900000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.399,885539707,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.91.128,380.0,1796938,2025-02-24 22:45:12+00:00,354.0,20.0
4049090000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.5705,879950883,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.131.112,380.0,1789716,2025-02-24 22:45:37+00:00,354.0,20.0
3926800000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.3711,855644800,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,52.191.73.0,380.0,1736309,2025-02-24 22:47:32+00:00,354.0,20.0
3987750000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.8458,865150993,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.46.224,380.0,1762184,2025-02-24 22:47:48+00:00,354.0,20.0
3970200000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.651,861948437,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,20.161.78.64,380.0,1754602,2025-02-24 22:48:07+00:00,354.0,20.0
4007880000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.8093,869661675,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,4.246.134.208,380.0,1771120,2025-02-24 22:48:00+00:00,354.0,20.0
4248520000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.5005,923801089,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.38.48,70.0,560969,2025-02-24 22:47:50+00:00,69.0,22.0
4349430000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Run gProfiler tests x86,github,37.7826,943830928,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.238.31.2,70.0,573747,2025-02-24 22:47:38+00:00,69.0,22.0
10487000000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Test container x86,github,37.9011,2283554674,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,74.249.14.128,380.0,4636588,2025-02-24 22:33:59+00:00,354.0,20.0
7957410,EPYC_7763,2e7b043fb3fdef118b32cb967d8935746b1e3758,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302614,13509820360,Dependency Review Scan,github,21.515,2917291,Dependency Review,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.25.193.14,341.0,3546,2025-02-24 23:14:10+00:00,341.0,24.0
13212900,EPYC_7763,2e7b043fb3fdef118b32cb967d8935746b1e3758,greatcomet1812/open-amt-cloud-toolkit,12/merge,143302618,13509820362,Validate PR and Commits,github,32.0533,3850212,Semantic Pull Request,machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,20.88.47.160,341.0,5603,2025-02-24 23:14:22+00:00,341.0,24.0
10108900000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508655015,Test container x86,github,36.8082,2224019465,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.55.46.226,380.0,4475925,2025-02-24 22:41:07+00:00,354.0,20.0
10542300000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Test container x86,github,36.4272,2327207362,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],33.4532,-112.0748,Phoenix,20.172.5.192,143.0,2171534,2025-02-24 22:48:14+00:00,138.0,22.0
10588300000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13508656133,Test container x86,github,38.9038,2275160519,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.84.127.64,380.0,4672688,2025-02-24 22:55:46+00:00,354.0,20.0
10150900000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Test container x86,github,37.8874,2209339984,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],38.7095,-78.1539,Washington,20.84.127.0,380.0,4487697,2025-02-24 22:58:01+00:00,354.0,20.0
10636600000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Test container x86,github,38.0695,2308259081,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.54.2,380.0,4700486,2025-02-24 22:56:33+00:00,354.0,20.0
10794500000,EPYC_7763,fbb3cd8c4fd7c454b14a4dab404ff5aed0635ff4,DaxLynch/gprofiler,master,145676311,13476297754,Test container x86,github,38.645,2326067796,"Build, test and deploy",machine.ci,CI/CD,ubuntu-latest,[],41.8835,-87.6305,Chicago,172.183.132.50,380.0,4765569,2025-02-24 22:58:01+00:00,354.0,20.0
500847000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804488,13557348663,Perform CodeQL Analysis,github,62.1678,86415126,CodeQL,machine.ci,CI/CD,ubuntu-latest,[],36.6676,-78.3875,Boydton,172.200.183.147,449.0,249537,2025-02-27 02:08:10+00:00,376.0,13.0
3579030000,EPYC_7763,95a16975bee025a833ff397f32f4d343b3cc47b4,DaxLynch/cve-bin-tool,main,138804488,13557348663,Perform CodeQL Analysis,github,33.1445,810436013,CodeQL,machine.ci,CI/CD,ubuntu-latest,[],37.3388,-121.8916,San Jose,52.234.33.235,232.0,1061564,2025-02-27 02:08:13+00:00,78.0,15.0
